1,6.5253
2,6.525
3,6.5248
4,6.5245
5,6.5242
6,6.5239
7,6.5236
8,6.5234
9,6.5247
10,6.5244
11,6.5241
12,6.5238
13,6.5235
14,6.5239
15,6.5238
16,6.5235
17,6.5232
18,6.5229
19,6.5226
20,6.5224
21,6.5223
22,6.5221
23,6.5218
24,6.5216
25,6.5213
26,6.521
27,6.5208
28,6.5205
29,6.5202
30,6.52
31,6.5197
32,6.5195
33,6.5192
34,6.519
35,6.5194
36,6.5191
37,6.5189
38,6.5186
39,6.5184
40,6.5182
41,6.5179
42,6.5177
43,6.5174
44,6.5172
45,6.517
46,6.5167
47,6.5165
48,6.5163
49,6.516
50,6.5158
51,6.5194
52,6.5192
53,6.5189
54,6.5187
55,6.5187
56,6.5191
57,6.5189
58,6.5188
59,6.5186
60,6.5184
61,6.5183
62,6.518
63,6.5178
64,6.5175
65,6.5173
66,6.5174
67,6.5172
68,6.517
69,6.5174
70,6.5191
71,6.5194
72,6.5192
73,6.5189
74,6.5195
75,6.5203
76,6.52
77,6.5198
78,6.5211
79,6.521
80,6.5223
81,6.5223
82,6.522
83,6.5218
84,6.5215
85,6.5212
86,6.521
87,6.5207
88,6.5204
89,6.5202
90,6.5199
91,6.5196
92,6.5202
93,6.52
94,6.5197
95,6.5194
96,6.5192
97,6.5189
98,6.5196
99,6.5248
100,6.5301
101,6.5297
102,6.5294
103,6.5296
104,6.5319
105,6.5315
106,6.5324
107,6.5322
108,6.5319
109,6.5315
110,6.5316
111,6.5331
112,6.5328
113,6.5324
114,6.532
115,6.5316
116,6.5312
117,6.5309
118,6.5306
119,6.5303
120,6.5299
121,6.5296
122,6.5292
123,6.5289
124,6.5285
125,6.5282
126,6.5279
127,6.5275
128,6.5276
129,6.5273
130,6.5272
131,6.5269
132,6.5266
133,6.528
134,6.5289
135,6.5286
136,6.5282
137,6.5277
138,6.527681818
139,6.527698347
140,6.527707288
141,6.527744314
142,6.527793797
143,6.527875051
144,6.527990965
145,6.527990144
146,6.527907429
147,6.527844468
148,6.527812147
149,6.5269
150,6.5267
151,6.5265
152,6.5262
153,6.5259
154,6.5256
155,6.5253
156,6.525
157,6.5247
158,6.5244
159,6.5241
160,6.5241
161,6.5238
162,6.5235
163,6.5232
164,6.5229
165,6.5232
166,6.523
167,6.5227
168,6.5224
169,6.5221
170,6.5218
171,6.5216
172,6.5213
173,6.521
174,6.5208
175,6.5205
176,6.5202
177,6.5203
178,6.5211
179,6.5208
180,6.521
181,6.5241
182,6.5255
183,6.5255
184,6.5265
185,6.5275
186,6.5273
187,6.5275
188,6.5322
189,6.5354
190,6.535
191,6.5346
192,6.5341
193,6.5337
194,6.5333
195,6.533
196,6.5326
197,6.5322
198,6.5318
199,6.5314
200,6.5311
201,6.5307
202,6.5303
203,6.53
204,6.5296
205,6.5299
206,6.5309
207,6.5306
208,6.5302
209,6.5302
210,6.5311
211,6.5309
212,6.5307
213,6.5328
214,6.5358
215,6.5354
216,6.535
217,6.5345
218,6.5345
219,6.534
220,6.5336
221,6.5332
222,6.5332
223,6.5366
224,6.5365
225,6.534754545
226,6.534659504
227,6.534592186
228,6.534555112
229,6.534560123
230,6.534565588
231,6.534617005
232,6.53470946
233,6.534846684
234,6.534996383
235,6.534850599
236,6.534700654
237,6.5555
238,6.5547
239,6.5539
240,6.5542
241,6.5534
242,6.5534
243,6.5527
244,6.5521
245,6.552
246,6.5513
247,6.5506
248,6.55
249,6.5494
250,6.5487
251,6.5481
252,6.5476
253,6.5472
254,6.5466
255,6.546
256,6.5454
257,6.5449
258,6.5443
259,6.5437
260,6.5432
261,6.5426
262,6.5421
263,6.5416
264,6.5411
265,6.5406
266,6.5402
267,6.5397
268,6.5392
269,6.5393
270,6.5389
271,6.5384
272,6.5379
273,6.5375
274,6.537
275,6.5366
276,6.5363
277,6.5358
278,6.5354
279,6.535
280,6.5346
281,6.5342
282,6.5338
283,6.5334
284,6.533
285,6.5326
286,6.5322
287,6.5318
288,6.532
289,6.5316
290,6.5313
291,6.5309
292,6.5306
293,6.5302
294,6.5299
295,6.5295
296,6.5292
297,6.5298
298,6.5296
299,6.5292
300,6.5297
301,6.5298
302,6.5306
303,6.5303
304,6.5328
305,6.5328
306,6.5329
307,6.5325
308,6.5322
309,6.5325
310,6.534
311,6.5336
312,6.5332
313,6.5328
314,6.5356
315,6.5371
316,6.5368
317,6.5375
318,6.537
319,6.5366
320,6.5362
321,6.5358
322,6.5355
323,6.5351
324,6.5347
325,6.5343
326,6.5339
327,6.5335
328,6.5331
329,6.5336
330,6.5336
331,6.5356
332,6.5352
333,6.5347
334,6.5343
335,6.5339
336,6.5335
337,6.5331
338,6.5329
339,6.5325
340,6.5321
341,6.5317
342,6.5313
343,6.531
344,6.5306
345,6.5303
346,6.5299
347,6.5295
348,6.5292
349,6.5292
350,6.5289
351,6.5285
352,6.5283
353,6.5281
354,6.5277
355,6.5274
356,6.5271
357,6.5267
358,6.5264
359,6.5261
360,6.5258
361,6.5285
362,6.5303
363,6.53
364,6.5299
365,6.5303
